,S2,S2_conf
"('beta', 'd_I')",0.006469992256021764,0.02061525069155105
"('beta', 'c')",0.05501282649921818,0.16397836952432898
"('beta', 'd_T')",-0.0001877822190389539,0.0013434577286758147
"('beta', 'r')",-0.00020764203089628942,0.0013699059397230303
"('beta', 'c_T')",-0.00018208470171909069,0.001343259774839564
"('beta', 'K')",-0.00023826513904106489,0.0014007023713135303
"('d_I', 'c')",0.6777592964632067,2.079642849119937
"('d_I', 'd_T')",0.0023536553609590856,0.045279884123342495
"('d_I', 'r')",9.957588202519688e-05,0.044056659995385807
"('d_I', 'c_T')",0.00587190200757569,0.05686816756364914
"('d_I', 'K')",0.019344526828496182,0.0787624487939921
"('c', 'd_T')",-0.007422423925894064,0.0763798638324417
"('c', 'r')",-0.0032649265819379193,0.09582247720072044
"('c', 'c_T')",0.000416844569119978,0.09273260052380047
"('c', 'K')",-0.00199804786222574,0.08395805476308807
"('d_T', 'r')",0.00013831702990753657,0.0008305850751720249
"('d_T', 'c_T')",0.00013328673180084189,0.0008747152257322164
"('d_T', 'K')",9.724949342131519e-05,0.0006660416449760218
"('r', 'c_T')",0.0001078368471587208,0.0008131345856866074
"('r', 'K')",6.381625849879286e-05,0.0008517489481244014
"('c_T', 'K')",-1.4350044944277571e-05,0.0014182000413845213
