,S1,S1_conf
p,-0.00020979998142704864,0.0017396125799580208
c_V,0.399158127392046,0.8140977976425915
r,-0.0002675343128718989,0.001457066135558413
d_T,0.0036988904293107417,0.0076256043265601125
K,0.0001150843580165351,0.0006208591882962648
