,ST,ST_conf
p,0.17608321888415057,0.08976819831713781
c_V,0.7830897004597704,0.3748464210559895
r,0.8299325712535666,0.23536404932336266
d_T,0.15569109500817405,0.08545020852684547
c_T,0.06148856966163127,0.03730727046092707
K,0.09926590282633638,0.05607831094916064
