,ST,ST_conf
beta,1.0540791563974517e-07,0.34502470560338155
d_I,5.931089547725613e-07,1.1371388877939907
c,72463.9440129212,242296467891.37714
d_T,0.6864952349271874,3752218.925544246
r,1.1948021099637627e-07,0.1489514869345168
K,2.53561576349167e-07,0.6496409602244976
