,ST,ST_conf
beta,0.0012828519889043306,0.247961607062672
d_I,0.24346640596126867,18.853773181559745
c,0.23176109736596576,1.0304620972610858
d_T,0.16282674191820648,1.8283428967807445
r,0.17704980089234562,0.5425130414072346
k_T,0.2316529816406088,1.4272628325695205
