,ST,ST_conf
beta,0.1039780747149762,0.0891030980567972
d_I,0.8074264216305217,0.542622277029222
c,1.9247872345920292,1.8311745189779303
d_T,0.030222200413963122,0.03110208338607675
r,0.12828956842989547,0.11179589473776279
c_T,0.03424240778879979,0.01949272842333404
