,S1,S1_conf
beta,-0.0007546348082945464,0.0015983744420627962
d_I,0.05490825237350414,0.07547667860893145
c,0.024391481512417174,0.041656870682683034
d_T,0.0002827993739399654,0.0006173526752431581
r,-3.5629984416117375e-05,0.00011185446755622059
k_T,-8.382515159143306e-05,0.0003916909582992631
c_T,0.00047033199442024585,0.0008881749381924618
K,3.4453313820095815e-05,0.0015178519828913642
