,ST,ST_conf
p,0.40325152541247455,0.01882105666612772
c_V,0.7467379931105589,0.026455145782626595
r,0.0037658873262119913,0.002053555005866634
k_T,0.008762374345868422,0.0030488987291540635
d_T,0.06545964878281975,0.006278678377539448
c_T,0.1768367995141868,0.011349186316690896
K,0.17592201617865877,0.013389308490349989
