,S2,S2_conf
"('p', 'c_V')",0.014018026286049083,0.01235604108660418
"('p', 'r')",0.10951387416110508,0.08838850712895949
"('p', 'd_T')",0.0014199323203643484,0.013698733974520367
"('c_V', 'r')",0.37826111576014754,0.20131017682684
"('c_V', 'd_T')",0.015433563563087165,0.041750954245514824
"('r', 'd_T')",0.0314505683909984,0.19314184690744796
