,ST,ST_conf
p,0.2811731741577874,0.003716972507913504
c_V,0.6871597260014639,0.006396794238505871
r,0.19798242519522008,0.002282589227160073
k_T,0.15980462900673978,0.0026322618092892874
d_T,0.08528426601917197,0.001340791967104493
