,ST,ST_conf
p,0.18754050862595312,0.18551148403434997
c_V,1.262599837020681,0.786539026327792
r,0.06686398448856404,0.06684651933722915
d_T,0.4867264906054005,0.2204750767183115
K,0.01412273257187292,0.024336597160165428
