,S2,S2_conf
"('beta', 'd_I')",0.011845192341204763,0.029781907124923845
"('beta', 'c')",0.03866221464013375,0.0615745386907074
"('beta', 'd_T')",-0.0006105598352799387,0.0019062687358131518
"('beta', 'r')",-0.000611705690113024,0.001953250889082372
"('beta', 'K')",-0.0008516502909274959,0.0019275542791094007
"('d_I', 'c')",1.3839790325378947,2.025557997727291
"('d_I', 'd_T')",-0.012719917920885629,0.06922597458396178
"('d_I', 'r')",0.010177061348646037,0.08434264824245515
"('d_I', 'K')",-0.006131279761718456,0.07400617428056004
"('c', 'd_T')",-0.06761768756118326,0.8520994514275535
"('c', 'r')",0.03551547498230178,0.9461601932035253
"('c', 'K')",-0.03814301878801807,0.871817538369835
"('d_T', 'r')",0.00040409218679575323,0.0008306584653162728
"('d_T', 'K')",0.00042316811787038947,0.000857045311849735
"('r', 'K')",-0.0011595933822391145,0.0012689997738711781
