,ST,ST_conf
p,0.6006752980563383,0.021205387966253864
c_V,0.6379529091635615,0.02160524073105753
r,0.00606843666643584,0.002298669272512038
k_T,0.019312473987428656,0.0037138630381628713
d_T,0.020428993981888917,0.0034183381630986
K,0.2066299834443647,0.013795239866192244
