,ST,ST_conf
p,0.28935411828564256,0.0035991322922287227
c_V,0.5707315984316575,0.005339770452429918
r,0.182037754300143,0.0022246791919061527
k_T,0.16314732371608634,0.0021196155454930423
d_T,0.15257421209716945,0.0018767785790410525
c_T,0.057002296597043804,0.0007574554336198183
