,S1,S1_conf
p,0.36249764224184844,0.0046105539624560245
c_V,0.2954206030659738,0.004373565911352335
r,5.0734480944405956e-05,0.00039212929868263663
k_T,0.0014437720752220051,0.0006889325082324864
d_T,0.0014650712292937627,0.0006156879968057947
