,ST,ST_conf
p,0.24782759411608443,0.004387338777332996
c_V,0.7969787938423707,0.008677202271223962
r,0.15359424256832344,0.00262566699301374
k_T,0.13764644336520157,0.0027231305293005507
d_T,0.1296556295722206,0.0019266924888231593
c_T,0.05242014293087019,0.0008387686599776888
