,ST,ST_conf
beta,0.02789937703324784,0.014807750710995847
d_I,0.9688310608634055,0.34722906582673685
c,1.0613410604080595,0.45495238819832656
d_T,0.0027010626583605303,0.002151781972377752
r,0.01559502279792921,0.008828238145631525
k_T,0.032115152383256275,0.026834085189229664
K,1.281181627981652,0.7462115785318668
