,ST,ST_conf
beta,0.3026263690922783,0.1315672421095541
d_I,0.5685340702757873,0.19190109990391677
c,0.7076885100324389,0.21483393591768044
d_T,0.40289920925053535,0.3268756537181358
r,6.1193754173743e-05,0.0001266340837028115
k_T,0.01570781523642479,0.031744552879101
c_T,0.26843305496833864,0.1601218686749504
K,0.154310639453162,0.08106155277228236
