,S1,S1_conf
p,0.05541751174728804,0.01630081263160188
c_V,0.3600329866285781,0.047581765539820624
r,0.03183019270373319,0.015653233774585124
k_T,0.010952495462189517,0.009836248310007203
d_T,0.025871317248539673,0.009496885632559845
c_T,0.01272142196928696,0.01001656957672444
K,0.01872903195014057,0.008841199832900689
