,ST,ST_conf
beta,0.20695237411338446,0.0529216751677638
d_I,0.5436886948906936,0.09277184197250332
c,0.7235348039278084,0.09349818510330825
d_T,0.05083728420164566,0.01993163607912029
r,0.0020038999204565933,0.002168167391058587
c_T,0.0980676572945828,0.03669042715438671
K,0.12839196118401708,0.04244283772398476
