,ST,ST_conf
beta,3.73217356271642e-09,0.0625386996395264
d_I,1.1550594680334084e-07,3.627511464478677
c,1.4125166476400404e+22,9.139766130830099e+29
d_T,8.918110044132605e-05,6203.655621252676
r,5.779791346581931e-08,0.3248200261127051
c_T,8.367803862175606e-08,2.584698971538862
