,S2,S2_conf
"('p', 'c_V')",0.022291077641740376,0.02471880646438184
"('p', 'r')",-0.002610425700303206,0.003321114155873323
"('p', 'k_T')",-0.00011145657694685413,0.0043631316415981315
"('p', 'd_T')",-0.00011348796044897448,0.005985818296324685
"('p', 'c_T')",0.001273442977198923,0.002566673631365338
"('c_V', 'r')",-0.002457449130327197,0.006000929067409399
"('c_V', 'k_T')",0.03378493633199775,0.051245041893113276
"('c_V', 'd_T')",0.0017554232961620852,0.007097505421391595
"('c_V', 'c_T')",0.005986911089887167,0.00779328653798894
"('r', 'k_T')",-0.00012867462952345057,0.001972567369345482
"('r', 'd_T')",-0.0005640246760831684,0.001921740212485913
"('r', 'c_T')",-0.0004332392870982169,0.0017943912890015172
"('k_T', 'd_T')",-0.0002022347125702536,0.004875526646577571
"('k_T', 'c_T')",0.0012718550864014256,0.005126127949083512
"('d_T', 'c_T')",0.00021176801301603463,0.004532080953365617
