,ST,ST_conf
p,0.2509639053106411,0.031862687089564926
c_V,0.807542869390745,0.05626016055456105
r,0.18212439335689418,0.020549493945828418
k_T,0.13532406607396982,0.015793998157027464
d_T,0.15903687530018118,0.017677249032876728
c_T,0.08246324433984213,0.009778744002422271
K,0.12672264883092996,0.019561975298894023
