,S1,S1_conf
beta,0.0002971278026243581,0.0007674236042616949
d_I,0.022629173648684314,0.04659903792110552
c,0.05097740603912619,0.08775603665394369
d_T,3.808371282720438e-05,0.0003176542693153403
r,7.718288989541297e-05,0.00045919674528815057
c_T,0.00017586611549354385,0.000694760663224772
K,-0.00029820607383433467,0.0014726585261976893
