,beta,d_I,p,c,d_T,r,k_T,K,U_0,I_0,T_0,V_0,RMSLE
0,4.669089586853922e-05,4.5031310023779797e-07,1.0,12.304440243953508,0.00010000000000000009,0.20793437229877298,12.0067837536335,6011934.2901630895,1000000.0,0.0,25.0,477428.0,1.1113912690999517
1,4.6688972780908795e-05,4.5028586066970714e-07,1.0,12.303717410952494,0.00013738237958832645,0.20795233298701277,11.996878132224083,6009604.227226586,1000000.0,0.0,25.0,477428.0,1.1113941153588607
2,4.6689645606527867e-05,4.5027408637339327e-07,1.0,12.30409518059276,0.00018873918221350998,0.20798360753272505,11.996585935354233,6012357.575698018,1000000.0,0.0,25.0,477428.0,1.1113980404100956
3,4.668759453315966e-05,4.502340623368587e-07,1.0,12.303532731707357,0.0002592943797404667,0.20802303207413075,11.987271904945374,6012228.063647317,1000000.0,0.0,25.0,477428.0,1.111403444480227
4,4.668692823521564e-05,4.50201586248112e-07,1.0,12.303434215534388,0.00035622478902624433,0.2080780869529022,11.978195495903492,6013205.679419707,1000000.0,0.0,25.0,477428.0,1.111410905679067
5,4.668780267873617e-05,4.501407143267847e-07,1.0,12.30365526040731,0.0004893900918477496,0.20815045656627973,11.963507063686848,6013634.905226537,1000000.0,0.0,25.0,477428.0,1.1114212185435124
6,4.6687405164960564e-05,4.500542234513218e-07,1.0,12.303654562547273,0.0006723357536499342,0.20825328409087973,11.94262570142746,6015378.464379776,1000000.0,0.0,25.0,477428.0,1.111435505274122
7,4.668643248232979e-05,4.499483546589514e-07,1.0,12.303573828879891,0.0009236708571873872,0.20839439856454334,11.915548130869865,6017964.68392698,1000000.0,0.0,25.0,477428.0,1.1114553564419192
8,4.668712399295667e-05,4.4975313244042e-07,1.0,12.303799702096683,0.0012689610031679226,0.2085906323041442,11.879954345524311,6018619.9273577705,1000000.0,0.0,25.0,477428.0,1.111483046476006
9,4.6681993379712035e-05,4.495507724391193e-07,1.0,12.302492128107694,0.0017433288221999877,0.208856854786319,11.827104277908802,6020199.040814406,1000000.0,0.0,25.0,477428.0,1.1115218808078464
10,4.667789674974503e-05,4.492689714778099e-07,1.0,12.301551611315297,0.0023950266199874856,0.2092134590000967,11.748957388103008,6025785.619918737,1000000.0,0.0,25.0,477428.0,1.1115767254934628
11,4.667431716135706e-05,4.488521463469209e-07,1.0,12.300954265257026,0.0032903445623126693,0.20971635554110435,11.655645407736301,6030752.614025898,1000000.0,0.0,25.0,477428.0,1.1116548830948196
12,4.666499377901983e-05,4.4831172224358505e-07,1.0,12.298432216332763,0.004520353656360246,0.21039195806618238,11.51330178976059,6037706.187880472,1000000.0,0.0,25.0,477428.0,1.111767513553121
13,4.665799363528182e-05,4.4754452176767314e-07,1.0,12.297135511151907,0.0062101694189156155,0.21133762902209696,11.323321729898453,6048725.5564461425,1000000.0,0.0,25.0,477428.0,1.1119321183133943
14,4.664678379907228e-05,4.4652585917248617e-07,1.0,12.294554720327795,0.008531678524172812,0.2126078972365093,11.048681266605854,6058713.545685349,1000000.0,0.0,25.0,477428.0,1.1121766779548947
15,4.663073495426296e-05,4.451417772953007e-07,1.0,12.290436062363206,0.011721022975334798,0.21434493708760982,10.66066575050354,6074142.81890278,1000000.0,0.0,25.0,477428.0,1.1125469256791096
16,4.6592469453949236e-05,4.433669353699356e-07,1.0,12.279247816775502,0.016102620275609394,0.2166807907838404,10.102799609303474,6089375.300644357,1000000.0,0.0,25.0,477428.0,1.1131188124229365
17,4.662693202102253e-05,4.4025282091534213e-07,1.0,12.294622835348775,0.0221221629107045,0.220550488492961,10.000004917383194,6139664.483048036,1000000.0,0.0,25.0,477428.0,1.114024358576604
18,4.668708287709493e-05,4.359087203741207e-07,1.0,12.320125175808158,0.030391953823131965,0.22602769790789523,10.000000186264515,6211493.4915241385,1000000.0,0.0,25.0,477428.0,1.1154978031942415
19,4.6781132792862235e-05,4.299980672957805e-07,1.0,12.357782728894563,0.04175318936560401,0.23358896971512166,10.000000528991222,6291515.714666202,1000000.0,0.0,25.0,477428.0,1.117939613367007
20,4.693820594117908e-05,4.2197092111974274e-07,1.0,12.416027187442324,0.05736152510448675,0.24405133925719014,10.00000063329935,6372166.917346389,1000000.0,0.0,25.0,477428.0,1.1220403544727884
21,4.719855311004566e-05,4.1114297870884886e-07,1.0,12.506505090100688,0.07880462815669909,0.25853382609511044,10.0,6422485.783875358,1000000.0,0.0,25.0,477428.0,1.128968900781872
22,4.762268840634002e-05,3.965738771596883e-07,1.0,12.643285589826199,0.10826367338740542,0.278567803674008,10.000000469386578,6344569.415340227,1000000.0,0.0,25.0,477428.0,1.1406248089814495
23,4.8276310691028247e-05,3.7746861237964043e-07,1.0,12.838149875309192,0.14873521072935103,0.3062035842514561,10.000000186264515,6011765.5843002135,1000000.0,0.0,25.0,477428.0,1.159857759233671
24,4.909704546486998e-05,3.552082356760364e-07,1.0,13.064152779096567,0.2043359717856941,0.344154061677024,10.000000074505806,5508492.023807502,1000000.0,0.0,25.0,477428.0,1.1903454544224348
25,1.5912510932981463e-05,2.3362078033872086e-06,1.0,1.295464274899956,0.28072162039411763,0.38573804838032544,10.0,2024979.7305288352,1000000.0,0.0,25.0,477428.0,1.281123232833228
26,1.603679093315902e-05,2.4129558449078524e-06,1.0,1.282899650662749,0.38566204211634686,0.45583522378255026,10.0,2365297.852396375,1000000.0,0.0,25.0,477428.0,1.3408474031307682
27,1.6160986751215752e-05,2.3049127210507877e-06,1.0,1.3125254754181697,0.5298316906283705,0.5470213273373474,10.0,2537845.045504157,1000000.0,0.0,25.0,477428.0,1.4118929595301277
28,1.6947970057869032e-05,2.7530843960881055e-06,1.0,1.4049821907766855,0.7278953843983149,0.6685182007607438,10.0,5948249.913350632,1000000.0,0.0,25.0,477428.0,1.4812556332371167
29,1.7246828578151726e-05,2.619467033931334e-06,1.0,1.4886555166283841,1.0,0.8344623488803862,10.0,9999999.974910844,1000000.0,0.0,25.0,477428.0,1.5429468821310564
