,p,k_V,c_V,r,k_T,d_T,K,T_0,V_0,RMSLE
0,6.278665855024961,1200000.0,2.1022622096622415e-06,0.19729614731824796,9.999999999999998,0.08916711168797276,3913001.6331722103,946546.4,25.0,1.0504274989840447
1,6.194650605175674,1200000.0,2.062100186179199e-06,0.20001305909117661,17.433288221999877,0.08878395202255257,3942192.547422691,946546.4,25.0,1.045382393857727
2,6.092103795611379,1200000.0,2.0158254946129806e-06,0.2038229213932965,30.391953823131956,0.08883136896065225,3980788.927436268,946546.4,25.0,1.0393407770685277
3,5.971503894164073,1200000.0,1.963420959574092e-06,0.20889869347120538,52.98316906283706,0.08928662051203445,4029326.9552376457,946546.4,25.0,1.0322132303328957
4,5.8369432739224365,1200000.0,1.9061269816847073e-06,0.21530216485608378,92.36708571873858,0.09002932995432661,4086741.371945408,946546.4,25.0,1.02406911363052
5,5.69489827128254,1200000.0,1.8462061634513235e-06,0.22298235169085245,161.02620275609377,0.0908213414512824,4151048.609190716,946546.4,25.0,1.0151511983560553
6,5.552629275442939,1200000.0,1.7863349601607024e-06,0.23180093260236134,280.72162039411734,0.09133399802941983,4218032.275562725,946546.4,25.0,1.00588053998445
7,5.41705329395586,1200000.0,1.7293549601842415e-06,0.24155692922585814,489.3900918477489,0.09114369410505085,4282740.22471584,946546.4,25.0,0.9968646545644364
8,5.29366274615149,1200000.0,1.6773473069816607e-06,0.25199793776603485,853.1678524172805,0.0897463087501757,4335232.4596520085,946546.4,25.0,0.9888823462501309
9,5.186106838843912,1200000.0,1.63106798939791e-06,0.2628776635207757,1487.3521072935102,0.08663223351380572,4357765.017794037,946546.4,25.0,0.9828270373596646
10,5.096209069427395,1200000.0,1.590012358903299e-06,0.2740603539512563,2592.943797404664,0.08141124688231954,4327427.971494109,946546.4,25.0,0.9796349429575282
11,5.024331782266984,1200000.0,1.5529344447011095e-06,0.2857585098073443,4520.353656360236,0.07401088559714403,4226486.9849400995,946546.4,25.0,0.9802021628973713
12,4.970114973169402,1200000.0,1.5191104808607442e-06,0.29874962683771145,7880.462815669896,0.0647256043973205,4055182.8205532026,946546.4,25.0,0.9852258797988528
13,4.932687322380744,1200000.0,1.487701321900132e-06,0.3146409341519245,13738.23795883262,0.05413447662566018,3828518.527023358,946546.4,25.0,0.9949491300749227
14,4.9119427964072955,1200000.0,1.459324873375408e-06,0.33604938937117623,23950.26619987483,0.04291840815874093,3572640.5484183123,946546.4,25.0,1.0089433956737157
15,4.908130690688438,1200000.0,1.4349616741401826e-06,0.36707826507076646,41753.189365603954,0.03172615474095297,3312732.1357962145,946546.4,25.0,1.0261156796726496
16,4.921667608009244,1200000.0,1.4176926950566795e-06,0.41410417320742,72789.53843983138,0.021028136498715544,3072853.87367181,946546.4,25.0,1.0449666485654145
17,4.950042913297054,1200000.0,1.4099022834426897e-06,0.48786459868048127,126896.10031679194,0.011196283327775503,2870314.073684549,946546.4,25.0,1.0639355273996807
18,4.98712445769327,1200000.0,1.412156913923003e-06,0.6072262579135383,221221.6291070443,0.0025451588645097334,2712905.0544460234,946546.4,25.0,1.081635000272156
19,4.956826097430572,1200000.0,1.369070162831369e-06,0.831386226765531,385662.0421163467,0.0001000005048030772,2602393.273349971,946546.4,25.0,1.097285436575899
20,4.908832103753262,1200000.0,1.3199844383830848e-06,1.2263797384109054,672335.7536499324,0.00010000000001120224,2523664.4664593786,946546.4,25.0,1.1107643015708801
21,4.875980330425676,1200000.0,1.2884772624327452e-06,1.9059124447407427,1172102.2975334777,0.00010000000000415232,2469954.21826677,946546.4,25.0,1.121190091246107
22,4.8548182189295375,1200000.0,1.2692211163116933e-06,3.0845267791251914,2043359.7178569369,0.000100000010538559,2435237.40813923,946546.4,25.0,1.1285021931724648
23,4.841820624035613,1200000.0,1.2578757789802656e-06,5.135921874872032,3562247.890262432,0.0001000000022446379,2413501.681669728,946546.4,25.0,1.1332669288819466
24,4.834130210349059,1200000.0,1.2512983638775552e-06,8.709995421986896,6210169.418915595,0.00010000008948257699,2400355.739197618,946546.4,25.0,1.1362209213243886
25,4.829444721558197,1200000.0,1.2474688129785198e-06,14.940268949257842,10826367.338740543,0.00010000071902926955,2392706.925163441,946546.4,25.0,1.1379954914363795
26,4.826845160550334,1200000.0,1.2452752446094793e-06,25.800475458735296,18873918.221350927,0.00010000000000359721,2388123.75539849,946546.4,25.0,1.1390413529151093
27,4.825280709293949,1200000.0,1.244031281928806e-06,44.73328677680839,32903445.623126652,0.00010000001092203004,2385600.4383897884,946546.4,25.0,1.1396507338493946
28,4.824390960916382,1200000.0,1.2432403485052328e-06,77.73426698011654,57361525.10448661,0.00010000000061866077,2384177.1528404104,946546.4,25.0,1.140003491619221
29,5.940762196252422,1200000.0,1.2347377815879272e-06,99.99999998406479,99999999.99999982,0.00010000001058524388,1757165.2276653731,946546.4,25.0,1.213909978877907
