,beta,d_I,c,d_T,r,k_T,K
0,"4.67e-5 (1.71e-5,6.54e-5)","4.50e-7 (3.51e-7,4.46e-6)","12.3 (1.36,17.8)","1.00e-4 (1.00e-4,0.0777)","0.208 (0.171,0.325)","12.0 (10.0,156)","1.66e-7 (8.90e-11,1.54e-6)"
