,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,T_0,V_0
0,1.0,1.1947818569276585,5.1159922486094445,1200000.0,2.3381622715994274e-06,93.20092676489648,44818361.129073694,0.014688340188078464,944798.8,25.0
1,2.0,1.249497367900037,4.843168620568626,1200000.0,1.9972357717186714e-06,66.55962568541938,31489196.5277683,0.013769788860624077,1007467.6,25.0
2,3.0,1.1423855723693308,4.5678057375351955,1200000.0,1.8277670945504384e-06,42.259461332474444,20108469.434993483,0.01769488831276239,883877.6,25.0
