,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,c_T,T_0,V_0
96,97.0,0.8541606195990337,6.259015191859582,1200000.0,2.863511803477782e-06,0.20478518767963294,4368.131861567497,0.011,0.007773909174658422,999232.8,25.0
97,98.0,0.8523640491264817,6.269450753514242,1200000.0,2.7480468388898645e-06,0.2066193114180379,3796.422152861953,0.011,1.3590588099354761e-09,1036163.6,25.0
98,99.0,0.8756359988779701,5.535489000128315,1200000.0,2.4550909039801943e-06,0.22891872138100666,4661.693726994097,0.011,0.016083726213364014,917279.2,25.0
99,100.0,0.9505657817805283,6.0594509731344175,1200000.0,2.8420004513757643e-06,0.19523246364835245,3174.019688434899,0.011,0.017083312637500347,964620.8,25.0
100,101.0,0.881298042797345,5.333219774125446,1200000.0,2.275548138054702e-06,0.2141941408087149,3391.9615784212947,0.011,0.04249768657188013,906657.6,25.0
101,102.0,0.9204154729394394,5.5553361856221315,1200000.0,2.2912451354284785e-06,0.20671737474953034,2738.131036438048,0.011,0.059479478430610855,864592.8,25.0
102,103.0,0.9566512591030537,6.2493221441956734,1200000.0,2.8088319149268705e-06,0.20410375734881114,4640.155354678631,0.011,0.010623264007409872,1007467.6,25.0
103,104.0,0.9731472951310093,5.8858630399004,1200000.0,2.667236996611382e-06,0.23385204596348785,5741.523355856538,0.011,4.8811396591297296e-09,941269.6,25.0
104,105.0,1.0717661566283865,5.910038191316161,1200000.0,2.62816059539148e-06,0.19851299370654374,3258.4886434078217,0.011,0.020792106288740397,986435.2,25.0
105,106.0,0.9145578236307197,5.93050448706078,1200000.0,2.7915766158133728e-06,0.21441024344042603,5099.270078629255,0.011,0.02296761520483459,893860.0,25.0
106,107.0,0.9021617013113586,5.3692358295439035,1200000.0,2.4417371619182916e-06,0.220209952598438,3695.2158936932683,0.011,0.019644441084690822,922556.0,25.0
107,108.0,1.043366361385228,5.855697333231873,1200000.0,2.6499986282438605e-06,0.2374848913936347,6283.810651816428,0.011,1.5474197478937413e-09,917850.4,25.0
108,109.0,0.9144208326515995,5.382881829337116,1200000.0,2.1991981390950534e-06,0.22824001405381722,6712.321583665907,0.011,0.06075649234192415,885625.2,25.0
109,110.0,0.8369276251139872,5.249239560849901,1200000.0,2.1424485894767906e-06,0.22980318558878565,5053.334958486259,0.011,0.06608415704706722,832938.8,25.0
110,111.0,0.843224725740432,6.381210361488456,1200000.0,2.806468077202852e-06,0.20612011696378119,2954.6499613523483,0.011,0.005442530940310886,959486.8,25.0
111,112.0,0.88322502881067,5.881020193375967,1200000.0,2.514626044234577e-06,0.20266279899107076,3608.5572114363313,0.011,0.04284264322536652,914892.4,25.0
112,113.0,0.7738262054912364,7.032726212533028,1200000.0,3.173020469176394e-06,0.15618101314682065,1666.0486920326948,0.011,0.03562444404393661,1015131.2,25.0
113,114.0,0.9954698231210561,5.688808524626744,1200000.0,2.406479409530002e-06,0.22408971037313563,6656.840612672269,0.011,0.028621958780617074,973494.8,25.0
114,115.0,0.9303382748147857,5.513895309163317,1200000.0,2.372495050378048e-06,0.22685345856967132,5134.690630301833,0.011,0.01861691969002549,962444.8,25.0
115,116.0,0.8631410043062789,6.217420817394547,1200000.0,2.6706876997090344e-06,0.21940461875260553,4750.85896705091,0.011,9.756270236138676e-10,1007467.6,25.0
116,117.0,0.8670434490798518,5.386363357025331,1200000.0,2.283466088749652e-06,0.22032813201653312,3852.4548207074404,0.011,0.05514368305721501,835896.8,25.0
117,118.0,0.9631780397396651,5.489650053577073,1200000.0,2.2366631798701337e-06,0.20639510506882885,3146.2427179291844,0.011,0.06446037531615212,877961.6,25.0
118,119.0,0.8678965680698688,5.465883517639455,1200000.0,2.0904003593917863e-06,0.21427659785950226,4393.452399775386,0.011,0.06464609096013452,930790.8,25.0
119,120.0,1.041817183552918,6.409729469590111,1200000.0,2.852941370497727e-06,0.1984148733446105,3931.0752607136965,0.011,5.916542256123591e-10,1088850.0,25.0
