,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,c_T,T_0,V_0
168,169.0,1.2943619506756656,2.779331958210257,1200000.0,1.6077783108124193e-06,99.99993946176372,21281203.735371873,0.012,0.20614178307396003,477428.0,25.0
169,170.0,1.2305113429174426,3.0266036344781,1200000.0,1.9512052667102883e-06,0.17650205085158177,10.0000179708004,0.012,0.034574592087725675,477428.0,25.0
170,171.0,1.1295595692429552,2.893743024175734,1200000.0,1.9498574445985837e-06,0.1632305147343942,10.00000036507845,0.012,0.08856514683081895,418948.0,25.0
171,172.0,1.07673897006518,2.599396744033328,1200000.0,1.7451367951690078e-06,0.20613338174109685,10.000000074505806,0.012,0.06994522288096566,337982.6666666667,25.0
172,173.0,1.1343232314485452,3.204079305337906,1200000.0,2.374369120931203e-06,0.13913435453525835,10.003028757870197,0.012,0.14242984292603394,378465.3333333333,25.0
173,174.0,1.2458299824083334,2.574360360476291,1200000.0,1.7624790108358194e-06,99.99999997936251,18625435.584049586,0.012,0.26702209421137074,337982.6666666667,25.0
174,175.0,1.176057518594075,2.9522844818885616,1200000.0,1.7590561765441713e-06,0.1596168028398779,10.000000782310963,0.012,0.09260254253868216,477428.0,25.0
175,176.0,2.1310508981700713,99.99994502411101,1200000.0,4.330934972327035e-05,6.595967991541606,518233.60972034186,0.012,0.9671819741602612,418948.0,25.0
176,177.0,1.1583174182563,3.0083258122691703,1200000.0,1.8573935787096548e-06,0.18422082444151755,10.015791945159435,0.012,0.031969041385861985,477428.0,25.0
177,178.0,1.1500130717386539,2.332606942466697,1200000.0,1.5278179432399072e-06,0.21218306382017005,10.000000059604645,0.012,0.0653075270552117,337982.6666666667,25.0
178,179.0,1.0286147430423274,2.805047177285765,1200000.0,1.8201116210814162e-06,0.181770643543679,10.000000208616257,0.012,0.04815509349617786,436945.3333333333,25.0
179,180.0,1.2116713810083524,3.3260712337345453,1200000.0,2.1658076211732564e-06,99.9995105330134,24167288.112117223,0.012,0.10070547054864426,616873.3333333334,25.0
180,181.0,1.1522605405678554,2.9350170340995945,1200000.0,1.8536629712151753e-06,0.18606880800936665,10.000000052154064,0.012,0.021344435999919475,477428.0,25.0
181,182.0,1.2436342979664874,3.2707146349760805,1200000.0,2.326522389010356e-06,0.16549052486884364,10.000027872622013,0.012,0.025734951469820078,477428.0,25.0
182,183.0,1.1467847882220459,3.225344508790023,1200000.0,1.8324361970600313e-06,0.1829998212356685,10.000000692903996,0.012,0.002609721977254842,576390.6666666666,25.0
183,184.0,1.2267287259923956,3.0431025340885824,1200000.0,1.9587691940915834e-06,99.9999999988908,29601371.360215943,0.012,0.22260361940284557,436945.3333333333,25.0
184,185.0,1.260682590959836,3.1275890523910874,1200000.0,2.316564239577339e-06,0.17816294014838263,10.018154688179493,0.012,0.016842439671404863,436945.3333333333,25.0
185,186.0,1.1062478239826181,3.1465719284578313,1200000.0,1.930176602072142e-06,0.16427717446410384,10.02028426527977,0.012,0.0732755963524851,477428.0,25.0
186,187.0,1.186481085635081,2.822330833962141,1200000.0,1.8919840191031182e-06,0.19553680401571683,10.0,0.012,0.054268116884517825,378465.3333333333,25.0
187,188.0,1.0631813821462384,3.6895735496379913,1200000.0,2.4898988898494523e-06,0.15043984306928593,10.00000011920929,0.012,0.013509503207580265,576390.6666666666,25.0
188,189.0,1.1838661080358028,2.7979231986106825,1200000.0,2.0262976756283457e-06,0.17684067122372937,10.000008046627045,0.012,0.10979000172746084,337982.6666666667,25.0
189,190.0,1.1184762586952006,3.341033078614899,1200000.0,2.5601652689508303e-06,0.16010657065424283,10.285970143973827,0.012,0.015454642677252883,477428.0,25.0
190,191.0,1.0532818268293247,3.2892148448078515,1200000.0,2.0887100595521217e-06,99.99999983868838,35977982.52660333,0.012,0.21899616101501806,477428.0,25.0
191,192.0,1.1704510852332686,3.0573508768742883,1200000.0,2.026212415898819e-06,0.17447910013461154,10.000001102685928,0.012,0.029782600049460872,477428.0,25.0
192,193.0,1.248994781966141,2.3168527102824825,1200000.0,1.383520008819496e-06,0.22401977817607133,10.000000029802322,0.012,0.12155063489709794,297500.0,25.0
193,194.0,2.1342509594138943,99.99996474047381,1200000.0,4.594441431496739e-05,5.971053571746147,457379.4833797738,0.012,0.9999970316026578,378465.3333333333,25.0
194,195.0,1.1616060112795934,3.3681274249515667,1200000.0,1.998532942048562e-06,0.16195956914376808,67.10897710174322,0.012,0.031699997935026536,616873.3333333334,25.0
195,196.0,1.0830980875475222,2.9066124988692366,1200000.0,1.994746930525631e-06,0.18378699056182057,10.00000973790884,0.012,0.07200398895943838,378465.3333333333,25.0
196,197.0,1.2764669420178136,2.499286754840618,1200000.0,1.5590385748958443e-06,0.20603965097266297,10.000002302229404,0.012,0.09763747428655312,337982.6666666667,25.0
197,198.0,1.1251637157114451,3.2097535923943923,1200000.0,2.2034656060724477e-06,0.16135616677903641,10.000007569789886,0.012,0.04351308935091602,477428.0,25.0
198,199.0,1.175216297614133,3.679104426713259,1200000.0,2.5301028531533534e-06,0.15596491841636606,10.001131683588028,0.012,1.4404834579040404e-06,576390.6666666666,25.0
199,200.0,1.1213472106274263,3.0224608904520167,1200000.0,1.9550394737434174e-06,0.17706685717688941,10.00000025331974,0.012,0.009446569807610217,517910.6666666667,25.0
