,Resample,RMSLE,beta,d_I,p,c,d_T,r,k_T,U_0,I_0,V_0,T_0
152,153.0,1.1861652275800125,2.331420521597917e-05,6.55661414502113e-07,1.0,2.095333770659927,0.011,0.4350441657326485,44194.89605522156,1000000.0,0.0,25.0,970536.8
153,154.0,1.2138600635415109,2.201464380531044e-05,6.561599404421788e-07,1.0,2.1942372733130213,0.011,0.35610801022838245,22156.198673330247,1000000.0,0.0,25.0,1028500.0
154,155.0,1.1773871184402482,2.274154863332712e-05,6.915293029782822e-07,1.0,2.1272545877359263,0.011,0.5525690462201922,77252.710421592,1000000.0,0.0,25.0,933748.8
155,156.0,1.1907302438794485,2.3455973230444956e-05,6.797144681548097e-07,1.0,2.2171815365015206,0.011,0.3883180832728499,19951.604339197278,1000000.0,0.0,25.0,822956.4
156,157.0,1.2269428813107757,2.2854174741490668e-05,6.709009429170775e-07,1.0,2.098117807310871,0.011,0.4265177752227416,42223.86381506175,1000000.0,0.0,25.0,970536.8
157,158.0,1.1998365688327113,2.083848634033145e-05,6.984413421200349e-07,1.0,2.170630360337668,0.011,0.7803402507517063,134656.05102987587,1000000.0,0.0,25.0,893860.0
158,159.0,1.2126224378882107,2.2389470665065805e-05,6.56745720130891e-07,1.0,2.1215998685843545,0.011,0.5289290045149073,69561.62290333211,1000000.0,0.0,25.0,978771.6
159,160.0,1.212006357090571,2.219753546394336e-05,6.737018803428121e-07,1.0,2.180868552454129,0.011,0.4270963369008669,38166.930192030966,1000000.0,0.0,25.0,978200.4
160,161.0,1.2612513818057618,2.1590397796846907e-05,6.963094346425225e-07,1.0,2.1111908218308315,0.011,0.4608638208028637,60291.44402973354,1000000.0,0.0,25.0,1043827.2
161,162.0,1.1645228414576756,2.3594194576186457e-05,6.784974648411533e-07,1.0,2.1316919298381265,0.011,0.4422930910992733,41587.95808074623,1000000.0,0.0,25.0,917279.2
162,163.0,1.2863630131284336,2.2964574609708253e-05,6.910397885972325e-07,1.0,2.094149532105078,0.011,0.4279806433523845,46887.31791295111,1000000.0,0.0,25.0,975242.4
163,164.0,1.1338104478088553,2.077410870875794e-05,7.057017571044199e-07,1.0,2.2192120010812033,0.011,0.5419498750289407,55359.7373175621,1000000.0,0.0,25.0,835896.8
164,165.0,1.2665009142785935,2.1658768372578845e-05,6.669647105945e-07,1.0,2.1998749098661605,0.011,0.42824533879785065,32366.413095489144,1000000.0,0.0,25.0,917279.2
165,166.0,1.2477336696838341,2.169942407675051e-05,6.732979280679906e-07,1.0,2.138659489551756,0.011,0.6341233093869931,101082.57174290717,1000000.0,0.0,25.0,975242.4
166,167.0,1.364321988687038,2.3066025723097127e-05,6.403420667586065e-07,1.0,2.0940525312502345,0.011,0.42770061928686687,44638.86242700368,1000000.0,0.0,25.0,1028500.0
167,168.0,1.1766731276082343,2.2100383049893584e-05,7.023740907770469e-07,1.0,2.140757195447584,0.011,0.4439037881126353,44532.04191327095,1000000.0,0.0,25.0,935924.8
168,169.0,1.204850851211603,2.0644304407296805e-05,6.904266890078045e-07,1.0,2.1109544665394253,0.011,0.9859772157384725,248373.10540304333,1000000.0,0.0,25.0,1088850.0
169,170.0,1.2008436288430744,2.1443758283035854e-05,6.796889799185797e-07,1.0,2.1652133122480706,0.011,0.5758549451769781,72067.87795185298,1000000.0,0.0,25.0,880919.6
170,171.0,1.3213441362788667,2.222006313884493e-05,7.453135832797251e-07,1.0,2.1715522886448397,0.011,0.34126487215576873,21781.80605686456,1000000.0,0.0,25.0,941269.6
171,172.0,1.202249675189656,2.3181521964991046e-05,7.210352551648106e-07,1.0,2.092608014283158,0.011,0.3976018277421076,41065.099871754646,1000000.0,0.0,25.0,975242.4
172,173.0,1.2006560477473125,2.3032867896858394e-05,6.901085575561076e-07,1.0,2.1168406608341215,0.011,0.45406060150269667,50151.580771923065,1000000.0,0.0,25.0,949504.4
173,174.0,1.1678121876662062,2.4819229265253664e-05,6.34558383062933e-07,1.0,2.0550416827696907,0.011,0.41740798324957495,41114.94527620822,1000000.0,0.0,25.0,980519.2
174,175.0,1.2434350469458304,2.0756220356537422e-05,6.582157982107958e-07,1.0,2.145333498949711,0.011,0.5429181610716114,71893.37477587163,1000000.0,0.0,25.0,1007467.6
175,176.0,1.2030855540995669,2.3131851277045968e-05,6.510431754802717e-07,1.0,2.2023981283457132,0.011,0.45280824671346664,32704.41361309588,1000000.0,0.0,25.0,835896.8
176,177.0,1.181450531112974,2.1794406118419908e-05,6.914498458330325e-07,1.0,2.166747935000778,0.011,0.5976799227356011,83287.4250554964,1000000.0,0.0,25.0,911934.4
177,178.0,1.3153698730054841,2.4375953315760706e-05,6.179441065445543e-07,1.0,2.071534111608848,0.011,0.41112078384746553,35742.79541058093,1000000.0,0.0,25.0,967578.8
178,179.0,1.2994515816470984,2.3048072344540823e-05,6.808648992166587e-07,1.0,2.0613119495616132,0.011,0.4777627672802893,69563.84822218865,1000000.0,0.0,25.0,1036163.6
179,180.0,1.3032337042610302,2.1880128877259403e-05,6.814989495503254e-07,1.0,2.1182184695703583,0.011,0.5763392886734593,83352.12799853086,1000000.0,0.0,25.0,935924.8
180,181.0,1.178678177538542,2.2393147918513505e-05,6.879451877429558e-07,1.0,2.0971500426550165,0.011,0.5242956278534407,71810.40637609363,1000000.0,0.0,25.0,951823.2
181,182.0,1.1167489820074437,2.2455593623829825e-05,7.338574681604418e-07,1.0,2.201777117686376,0.011,0.41270337926899003,27436.49714190513,1000000.0,0.0,25.0,811906.4
182,183.0,1.2446087207898002,2.3405823511475202e-05,7.145680826606585e-07,1.0,2.1226778504617627,0.011,0.3659098896074795,28532.714417628944,1000000.0,0.0,25.0,943588.4
183,184.0,1.279658402282885,2.2219731859797993e-05,6.844137648024317e-07,1.0,2.1110773754526946,0.011,0.4741074057138235,60320.420987799764,1000000.0,0.0,25.0,1006896.4
184,185.0,1.1231384562211577,2.2974519193711018e-05,6.762755679743418e-07,1.0,2.165862352622952,0.011,0.46118001017386234,42315.44767912477,1000000.0,0.0,25.0,893860.0
185,186.0,1.1271921887548348,2.2768476191205682e-05,7.152855231069843e-07,1.0,2.114473524142795,0.011,0.4736666464706687,65733.27700742334,1000000.0,0.0,25.0,1010425.6
186,187.0,1.2597056450362585,2.1594256654062437e-05,6.906637000272847e-07,1.0,2.1222586321792463,0.011,0.5645726954152721,82693.42129182816,1000000.0,0.0,25.0,959486.8
187,188.0,1.3240640117620301,2.173518039417201e-05,6.682093581034186e-07,1.0,2.1760123828982643,0.011,0.47868210751961016,45656.31401145458,1000000.0,0.0,25.0,909615.6
188,189.0,1.1964623077377265,2.5411459804615563e-05,6.854336371916634e-07,1.0,2.082929527695967,0.011,0.3772914591095926,27980.999055996537,1000000.0,0.0,25.0,893860.0
189,190.0,1.1224033904508446,2.3902912862724403e-05,6.88315356701179e-07,1.0,2.1338764956101244,0.011,0.4395680369087458,37634.83563180268,1000000.0,0.0,25.0,851652.4
190,191.0,1.1522140106998353,2.2235861632299617e-05,6.637392555897576e-07,1.0,2.1480511911205795,0.011,0.5078548386220731,53220.57530865073,1000000.0,0.0,25.0,888583.2
191,192.0,1.2053069979000846,2.2253018306910023e-05,7.238124700274738e-07,1.0,2.1514336312722833,0.011,0.43521473436472746,43177.117723196745,1000000.0,0.0,25.0,914892.4
192,193.0,1.2828244485935587,2.1333002534246014e-05,6.810015311048962e-07,1.0,2.1016130594884714,0.011,0.48456216226971094,62756.25147847086,1000000.0,0.0,25.0,1010425.6
193,194.0,1.2409515463536631,2.2057842794739775e-05,6.828687583231043e-07,1.0,2.1336131265782186,0.011,0.5151139112523211,60850.73238551617,1000000.0,0.0,25.0,906657.6
194,195.0,1.1841653160818768,2.2521568586820544e-05,6.796246924713268e-07,1.0,2.0982382075476593,0.011,0.45242681936346685,53599.29936903715,1000000.0,0.0,25.0,999232.8
195,196.0,1.253343977607172,2.2337481937974337e-05,6.537212935886881e-07,1.0,2.08567742125323,0.011,0.4405071309613646,50085.513567872345,1000000.0,0.0,25.0,1025542.0
196,197.0,1.2603482657255256,2.2673739449638142e-05,6.583321426153314e-07,1.0,2.154813884903838,0.011,0.43988369065327504,39158.037574484944,1000000.0,0.0,25.0,938882.8
197,198.0,1.1476286863680891,2.2702230205434292e-05,6.814214854168764e-07,1.0,2.116005982541857,0.011,0.4950963389957508,60077.16311131418,1000000.0,0.0,25.0,938311.6
198,199.0,1.2016781383736805,2.3754725629720566e-05,6.579102984713645e-07,1.0,2.103759726897998,0.011,0.3846597139227015,32279.54712434858,1000000.0,0.0,25.0,999232.8
199,200.0,1.1309786395633818,2.0952108324326253e-05,6.706040750236437e-07,1.0,2.1933157750235424,0.011,0.4616780518552446,44374.66644009948,1000000.0,0.0,25.0,975242.4
