,Resample,RMSLE,p,k_V,c_V,r,d_T,c_T,T_0,V_0
174,175.0,1.2407153708454246,3.050658968461498,1200000.0,1.9260279563769746e-06,4.2905828927749354e-06,0.012,0.2507335989889753,477428.0,25.0
175,176.0,2.1464893091144988,84.96892118595832,1200000.0,4.628410572805038e-05,7.256877286864103e-05,0.012,0.7858246620048285,418948.0,25.0
176,177.0,2.258646161262716,99.99999847002091,1200000.0,3.5931212898657896e-05,8.394954195858186e-06,0.012,0.9999997156978073,477428.0,25.0
177,178.0,1.2864841963741298,2.498425723445486,1200000.0,1.81177681371537e-06,8.027464747117888e-06,0.012,0.3231973373104996,337982.6666666667,25.0
178,179.0,2.091010065196172,99.99997356615937,1200000.0,3.919678968217845e-05,8.804051978882372e-06,0.012,0.9999998409553856,436945.3333333333,25.0
179,180.0,2.067929437636338,81.87477705645647,1200000.0,3.016417845701979e-05,7.889058243943929e-05,0.012,0.8176348246715514,616873.3333333334,25.0
180,181.0,1.2303298503516646,2.935928851271896,1200000.0,1.8470588022385955e-06,4.6322213785200136e-06,0.012,0.21625356888182123,477428.0,25.0
181,182.0,2.038401436945116,82.15926398818867,1200000.0,3.905885466575493e-05,7.773925280172471e-05,0.012,0.8146473757825125,477428.0,25.0
182,183.0,2.374872336184125,99.99999324747398,1200000.0,3.0514544731854858e-05,8.65709534274199e-06,0.012,0.9796523493495729,576390.6666666666,25.0
183,184.0,1.2267118573710163,3.0427841388508696,1200000.0,1.958329512742874e-06,3.370545793029319e-06,0.012,0.2225743787868651,436945.3333333333,25.0
184,185.0,2.021979349379598,81.86893186131776,1200000.0,4.254459898740966e-05,7.899358379609585e-05,0.012,0.8183854337735296,436945.3333333333,25.0
185,186.0,2.1893670050462233,83.1385087420181,1200000.0,3.93104502918159e-05,7.619404611671947e-05,0.012,0.8079903395235609,477428.0,25.0
186,187.0,1.98462865471902,87.48552883309321,1200000.0,5.214810606244951e-05,6.546173523483665e-05,0.012,0.7802299107267148,378465.3333333333,25.0
187,188.0,2.3370944146192216,99.99999886945133,1200000.0,3.03353751628712e-05,8.390558053350776e-06,0.012,0.9868615047463125,576390.6666666666,25.0
188,189.0,2.113605586541634,99.99999923546957,1200000.0,5.073363068428462e-05,8.333034697773995e-06,0.012,0.9999999359884363,337982.6666666667,25.0
189,190.0,2.178366432903944,99.99999850875173,1200000.0,3.627959043796936e-05,8.435773986144493e-06,0.012,0.9940031209730573,477428.0,25.0
190,191.0,1.0532776764853067,3.28904809784337,1200000.0,2.0884970347140298e-06,2.7740955960243937e-06,0.012,0.21899093705901257,477428.0,25.0
191,192.0,2.069715813153127,81.55098396794457,1200000.0,3.855925024858934e-05,7.853430611752597e-05,0.012,0.8187909999661485,477428.0,25.0
192,193.0,1.9564870947702713,80.3369927620794,1200000.0,5.924140118587594e-05,7.889504423491408e-05,0.012,0.8225839695689516,297500.0,25.0
193,194.0,2.190457117654134,99.99999639981189,1200000.0,4.521897155262947e-05,8.676624509779017e-06,0.012,0.99999959742267,378465.3333333333,25.0
194,195.0,2.2323251654441996,83.35904838442099,1200000.0,3.1203684700499876e-05,7.994442958016054e-05,0.012,0.8085421173484287,616873.3333333334,25.0
195,196.0,2.199156200382322,99.99998233100666,1200000.0,4.534432856686149e-05,8.34328496093786e-06,0.012,0.999999928900968,378465.3333333333,25.0
196,197.0,1.3783051807329638,2.509425123699252,1200000.0,1.684422009260117e-06,6.085894261093948e-06,0.012,0.28778387863412613,337982.6666666667,25.0
197,198.0,1.1835405762306295,3.2760342939427645,1200000.0,2.2714651760112622e-06,3.5890749342993956e-06,0.012,0.2149346058441699,477428.0,25.0
198,199.0,2.1904615743126565,82.01348481250439,1200000.0,3.213600991419748e-05,7.90824235390696e-05,0.012,0.8147218308805256,576390.6666666666,25.0
199,200.0,1.193333651232204,3.0722209488298944,1200000.0,1.975688768107843e-06,5.012759763687238e-06,0.012,0.20506363535212596,517910.6666666667,25.0
