,Resample,RMSLE,p,k_V,c_V,r,d_T,c_T,T_0,V_0
163,164.0,1.0230862584872784,4.555173904036067,1200000.0,1.7682000068020755e-06,1.7480173794861127e-06,0.011,0.11822447341254017,835896.8,25.0
164,165.0,1.124497721553115,4.876380501302194,1200000.0,1.8112697310916019e-06,1.5485140434697229e-06,0.011,0.1299000850462167,917279.2,25.0
165,166.0,1.109002345197416,5.235391772816534,1200000.0,1.970414084585173e-06,1.4319875044800436e-06,0.011,0.12747809314538266,975242.4,25.0
166,167.0,1.1993448699814062,5.8803099872717794,1200000.0,2.265294802984595e-06,1.1412293738522836e-06,0.011,0.12968980635353633,1028500.0,25.0
167,168.0,1.0445911533107817,5.489652349369841,1200000.0,2.2508366020832643e-06,1.3023987343060257e-06,0.011,0.13110943631006639,935924.8,25.0
168,169.0,1.0766394694816523,5.786870107849268,1200000.0,2.2221841907939715e-06,1.2312470249804767e-06,0.011,0.13280172092634562,1088850.0,25.0
169,170.0,1.1003662706102482,4.827180979329476,1200000.0,1.8338851324882808e-06,1.5541612448096516e-06,0.011,0.12838010408094686,880919.6,25.0
170,171.0,1.1858259556812236,5.7835028116333405,1200000.0,2.5173383646171104e-06,1.231351268693463e-06,0.011,0.13007857255440647,941269.6,25.0
171,172.0,1.0566434218096044,6.453662829532789,1200000.0,2.855113244276863e-06,9.587015656095549e-07,0.011,0.13671486877782946,975242.4,25.0
172,173.0,1.0555380930690919,5.695251775435558,1200000.0,2.3230329545748376e-06,1.2093498739028003e-06,0.011,0.1346456622828427,949504.4,25.0
173,174.0,1.009387048981987,6.007127678770431,1200000.0,2.360633231187576e-06,1.0693918750620152e-06,0.011,0.13137717285612965,980519.2,25.0
174,175.0,1.0939014780532028,5.131512244905039,1200000.0,1.879999724814319e-06,1.4558185714001488e-06,0.011,0.12708098441797883,1007467.6,25.0
175,176.0,1.0895375824954205,4.734450659356952,1200000.0,1.7688323631055044e-06,1.5863898817325046e-06,0.011,0.11991711380048592,835896.8,25.0
176,177.0,1.0628939765317151,5.090669934051057,1200000.0,1.9960306968670174e-06,1.5103448272905796e-06,0.011,0.11989022313410708,911934.4,25.0
177,178.0,1.1534559558284416,5.640158618754462,1200000.0,2.099026734481546e-06,1.1748581126565336e-06,0.011,0.12855402209118366,967578.8,25.0
178,179.0,1.1494577949960794,6.538491999230914,1200000.0,2.734986749292882e-06,9.262103599579592e-07,0.011,0.1360880304664569,1036163.6,25.0
179,180.0,1.1385768675418324,5.290615273714593,1200000.0,2.0743970568702123e-06,1.3455359721131692e-06,0.011,0.13585118171300847,935924.8,25.0
180,181.0,1.0525128279596712,5.512777803097599,1200000.0,2.1629564918451027e-06,1.2677372778758289e-06,0.011,0.1297715122300267,951823.2,25.0
181,182.0,1.0340197800163229,4.840945427788334,1200000.0,2.0152612086112256e-06,1.6071596614005557e-06,0.011,0.11392206253501524,811906.4,25.0
182,183.0,1.1153258796835774,5.960981977458239,1200000.0,2.543142073266325e-06,1.1196554781725678e-06,0.011,0.132629851872046,943588.4,25.0
183,184.0,1.128314027828483,5.750462649286575,1200000.0,2.2564601237513765e-06,1.1972332401061794e-06,0.011,0.1327241973929127,1006896.4,25.0
