,Resample,RMSLE,p,k_V,c_V,r,d_T,c_T,T_0,V_0
184,185.0,0.9904712277853522,5.1536362897765216,1200000.0,2.0150564504264326e-06,1.4354171119086273e-06,0.011,0.1275127362829731,893860.0,25.0
185,186.0,1.0439932347887226,6.249331958157079,1200000.0,2.656150100019121e-06,1.0858666236374971e-06,0.011,0.12814337835590617,1010425.6,25.0
186,187.0,1.1176131089673271,5.390763958006993,1200000.0,2.1134074021377194e-06,1.3188869495489588e-06,0.011,0.1342763461789278,959486.8,25.0
187,188.0,1.1830211240455293,4.874157183747037,1200000.0,1.8270051638261619e-06,1.570574163403752e-06,0.011,0.11837123529631965,909615.6,25.0
188,189.0,1.0040516622095534,5.914889903291183,1200000.0,2.520418665649691e-06,1.1124843559889703e-06,0.011,0.13131349283103844,893860.0,25.0
189,190.0,1.0010488919361706,5.303524435590951,1200000.0,2.1650102282116463e-06,1.3452005064020173e-06,0.011,0.12331030121383035,851652.4,25.0
190,191.0,1.0277441908412268,4.908098385849307,1200000.0,1.8420132246249274e-06,1.5250738567205473e-06,0.011,0.11765752654798911,888583.2,25.0
191,192.0,1.084491607084936,5.556449119183533,1200000.0,2.351804454840258e-06,1.2859014963088013e-06,0.011,0.12907293322059332,914892.4,25.0
192,193.0,1.1332328970569694,5.647978544841052,1200000.0,2.200888388857744e-06,1.1929215085930363e-06,0.011,0.1367143172618075,1010425.6,25.0
193,194.0,1.1188231050244157,5.104744212255831,1200000.0,1.962049687219514e-06,1.4259419880519676e-06,0.011,0.12697744742575034,906657.6,25.0
194,195.0,1.0407058650013834,5.898580894963381,1200000.0,2.3726152697149205e-06,1.1295094530034265e-06,0.011,0.13374445211163177,999232.8,25.0
195,196.0,1.098747528439816,5.799723273108448,1200000.0,2.215457540394242e-06,1.127096400176732e-06,0.011,0.1357459882666926,1025542.0,25.0
196,197.0,1.1328829087873022,5.206113829548556,1200000.0,1.9700972577833866e-06,1.411938052198185e-06,0.011,0.12281455004750236,938882.8,25.0
197,198.0,1.0386211979576707,5.490601886086019,1200000.0,2.1677499627408906e-06,1.2788775916685016e-06,0.011,0.12869572083108127,938311.6,25.0
198,199.0,1.064758228512372,5.846646531688812,1200000.0,2.276702066819458e-06,1.152509078959799e-06,0.011,0.13146881060839355,999232.8,25.0
199,200.0,1.0480250867410121,4.931986688377151,1200000.0,1.8365440353657623e-06,1.62682408255331e-06,0.011,0.10967576162082138,975242.4,25.0
