,Resample,RMSLE,beta,d_I,p,c,d_T,r,k_T,c_T,U_0,I_0,V_0,T_0
50,51.0,1.088877901292085,4.082251994493871e-05,5.9864286399695e-07,1.0,11.155093974531262,0.012,0.23294808019753788,10.000000163912773,9.10938358078539e-09,1000000.0,0.0,25.0,337982.6666666667
51,52.0,1.1322760227895587,5.101450674861991e-05,4.003365502932725e-07,1.0,14.787010354962668,0.012,0.2374286070858389,10.000000096857548,6.175487898829601e-09,1000000.0,0.0,25.0,477428.0
52,53.0,1.1201640081467135,3.933067937988443e-05,4.901667607902662e-07,1.0,11.511644576006518,0.012,0.20536508039013768,33.58307929337025,6.28142926561992e-10,1000000.0,0.0,25.0,576390.6666666666
53,54.0,1.0626024877558038,4.4214430283683216e-05,5.447190887811489e-07,1.0,11.803737896757738,0.012,0.2373272682316525,10.190154604613781,0.014229361466395973,1000000.0,0.0,25.0,337982.6666666667
54,55.0,1.1615503787183226,4.569031654759242e-05,4.648495446094185e-07,1.0,11.718026389073032,0.012,0.2141042434176086,12.497406922280788,1.3857415215312585e-10,1000000.0,0.0,25.0,477428.0
55,56.0,1.2200077759137293,3.556776002887662e-05,4.922876733448703e-07,1.0,9.651413271356581,0.012,0.18533797607258862,127.3482925966382,3.1886293661020915e-08,1000000.0,0.0,25.0,715836.0
56,57.0,1.1479562175313753,1.8104203367173594e-05,4.349736605571313e-06,1.0,1.3831424176657592,0.012,0.21424504596687655,10.00000000745058,3.312627949725311e-11,1000000.0,0.0,25.0,477428.0
57,58.0,1.0898242769084816,4.618454355763138e-05,4.887844478319544e-07,1.0,12.40324145410478,0.012,0.2270982446356271,10.00000061839819,0.02381135378680277,1000000.0,0.0,25.0,378465.3333333333
58,59.0,1.067568964488793,6.490355040225585e-05,4.922813092310242e-07,1.0,17.719378335309415,0.012,0.185983048471968,10.00007001310587,1.4595299246966675e-08,1000000.0,0.0,25.0,517910.6666666667
59,60.0,1.1905934002710676,6.205280599641752e-05,4.2801562328513966e-07,1.0,16.66240486708007,0.012,0.20919262381887194,11.346348941326141,1.3798620968064057e-08,1000000.0,0.0,25.0,517910.6666666667
60,61.0,1.176561629402542,4.404175060191926e-05,4.866248381501893e-07,1.0,11.483261354664599,0.012,0.19935762981504013,10.000268198549747,5.764117436135585e-07,1000000.0,0.0,25.0,517910.6666666667
61,62.0,1.1058420138706073,3.438504345405152e-05,5.108723800963913e-07,1.0,9.332251943310268,0.012,0.21186362568548844,10.00000063329935,1.4434509143512742e-10,1000000.0,0.0,25.0,477428.0
62,63.0,1.1151014739362992,4.930660767992019e-05,4.712825119566278e-07,1.0,14.331710939190657,0.012,0.20257869069732948,50.212373331189156,3.950338278713161e-09,1000000.0,0.0,25.0,576390.6666666666
63,64.0,1.145806738301712,5.239354739586169e-05,4.2588174955247914e-07,1.0,14.32289835540466,0.012,0.23402042023580805,10.039512269198895,0.0751723534991241,1000000.0,0.0,25.0,337982.6666666667
64,65.0,1.0360739277942181,3.443980540413522e-05,4.695103097566151e-07,1.0,9.751242186095205,0.012,0.2507569756900807,10.000000171363354,0.04721746226995882,1000000.0,0.0,25.0,337982.6666666667
65,66.0,1.0983709871103453,4.042056453963349e-05,5.232943794699802e-07,1.0,11.190791990901417,0.012,0.20801430676895905,15.882285498082638,7.192468842731614e-12,1000000.0,0.0,25.0,477428.0
66,67.0,1.137393323273509,4.596391395411215e-05,4.3719652012742414e-07,1.0,12.047966819821056,0.012,0.21286025216318194,10.000002339482307,0.03993655450511924,1000000.0,0.0,25.0,436945.3333333333
67,68.0,1.0415438174188896,2.9166670532117696e-05,5.408363291940272e-07,1.0,6.98660993687146,0.012,0.21727942181199467,33.15020453184843,3.5444425172670435e-12,1000000.0,0.0,25.0,477428.0
68,69.0,1.1204638347617202,6.96101108653644e-05,4.589447771309268e-07,1.0,18.87186415283839,0.012,0.2218511774574381,10.00000000745058,1.253032122505715e-10,1000000.0,0.0,25.0,418948.0
69,70.0,1.0464194278819074,4.459328875358469e-05,4.4869868168681944e-07,1.0,11.670145677636953,0.012,0.25027295207378586,10.000000342726707,0.0020960357560564358,1000000.0,0.0,25.0,378465.3333333333
70,71.0,1.1205619841687866,3.796395324823437e-05,5.077846084764091e-07,1.0,9.403080075615073,0.012,0.184623452573355,25.890967309474945,1.903435092875938e-08,1000000.0,0.0,25.0,576390.6666666666
71,72.0,1.1059686368012331,4.287843509195229e-05,4.6742764705870276e-07,1.0,10.387219654803694,0.012,0.21018183376573063,100.39254612475634,6.46188658137703e-11,1000000.0,0.0,25.0,576390.6666666666
72,73.0,1.138763990764251,4.12321767027486e-05,4.7081791882271865e-07,1.0,9.779300536984934,0.012,0.18237555350088996,19.593853123486042,5.102773759091406e-11,1000000.0,0.0,25.0,616873.3333333334
73,74.0,0.9662294087335417,5.22491917740564e-05,4.133745682519417e-07,1.0,12.96966977312669,0.012,0.25233768695346015,10.000000432133675,0.043700492783456946,1000000.0,0.0,25.0,337982.6666666667
74,75.0,1.2385718075318035,6.874493003161536e-05,4.465826233178045e-07,1.0,18.932325047482756,0.012,0.15801880728758988,23.36932824552059,2.839341206595236e-09,1000000.0,0.0,25.0,715836.0
75,76.0,1.1918453354433238,5.5592250981027626e-05,4.398948190287904e-07,1.0,14.994123940528048,0.012,0.217178248649482,10.478216327726841,2.5901125133565017e-09,1000000.0,0.0,25.0,477428.0
76,77.0,1.0566640420516609,4.225788805905869e-05,4.5086577569094366e-07,1.0,11.565096049372634,0.012,0.24133528065642196,10.000000029802322,0.05863846261404726,1000000.0,0.0,25.0,337982.6666666667
77,78.0,1.0812842401079883,4.1596565627730186e-05,4.347821753102147e-07,1.0,11.039298663854439,0.012,0.22543340715948545,10.00000337511301,2.493671436010203e-09,1000000.0,0.0,25.0,477428.0
78,79.0,1.1843432992859502,2.286314776731313e-05,7.0199269297352535e-06,1.0,1.291544764746348,0.012,0.1885141012509095,10.00000000745058,1.672312288647504e-11,1000000.0,0.0,25.0,477428.0
79,80.0,1.1623037909460419,1.8948827692086434e-05,5.7316496310127305e-06,1.0,1.267163552718742,0.012,0.23095228888418262,10.0,0.10638430180776415,1000000.0,0.0,25.0,337982.6666666667
80,81.0,1.1972026523305073,1.6523959135394992e-05,4.050750257468094e-06,1.0,1.4350587845677083,0.012,0.21964859124644676,10.0,0.018833740794911624,1000000.0,0.0,25.0,418948.0
81,82.0,1.1613167109195586,5.150394398736849e-05,4.93604475743003e-07,1.0,13.491768072052338,0.012,0.21588841955757943,10.000001847743988,3.012372851163292e-09,1000000.0,0.0,25.0,436945.3333333333
82,83.0,1.0797307968009338,5.555282233884686e-05,4.656323091322147e-07,1.0,14.206366575819473,0.012,0.20611694372043132,10.000001303851604,8.1255072115205e-09,1000000.0,0.0,25.0,477428.0
83,84.0,1.0208732673423848,6.019414272040049e-05,5.268705343776717e-07,1.0,17.068942149875546,0.012,0.23929845662272697,10.000000566244125,3.170723905654427e-08,1000000.0,0.0,25.0,337982.6666666667
84,85.0,1.1284370822990104,4.645758118631916e-05,4.4968396441017567e-07,1.0,13.160977529402047,0.012,0.2231599543710132,14.141975723206997,1.1707695923846018e-10,1000000.0,0.0,25.0,477428.0
85,86.0,1.0777803350433854,3.736862643115406e-05,4.90049543000721e-07,1.0,11.215010008986532,0.012,0.2203609050489348,10.000003553926945,4.22387513854261e-09,1000000.0,0.0,25.0,477428.0
86,87.0,1.2601058470875808,2.102857137235807e-05,5.417118721347666e-06,1.0,1.4058333718498588,0.012,0.18149151360442772,10.000000029802322,1.1621703599473676e-10,1000000.0,0.0,25.0,576390.6666666666
87,88.0,0.97107688773034,4.810246546808711e-05,4.305555669559865e-07,1.0,12.804495532472465,0.012,0.2330327427545953,22.019868597388268,0.01940225379521071,1000000.0,0.0,25.0,436945.3333333333
88,89.0,1.120000237960098,6.029591887492149e-05,3.781315024015266e-07,1.0,17.145868996080182,0.012,0.25875947484157535,77.99789987504482,6.621524384353705e-09,1000000.0,0.0,25.0,477428.0
89,90.0,1.1400821895047684,4.432906136656925e-05,4.998568234052119e-07,1.0,10.78906267599806,0.012,0.20384499440368842,10.000004433095455,9.398875178145971e-09,1000000.0,0.0,25.0,477428.0
90,91.0,1.0329056815567914,5.680856919598951e-05,4.903303505010001e-07,1.0,14.004768338633667,0.012,0.21719191752121958,10.000000968575478,0.02685925926135535,1000000.0,0.0,25.0,378465.3333333333
91,92.0,1.137751094128246,1.67941614101827e-05,3.890125936175095e-06,1.0,1.4598536515995093,0.012,0.2014727037807802,10.000000081956387,7.557830794535647e-08,1000000.0,0.0,25.0,477428.0
92,93.0,1.059701750080739,5.543523164770057e-05,3.8529688019852933e-07,1.0,15.159780840584595,0.012,0.24570280978730352,189.5032756254077,1.334103993944069e-09,1000000.0,0.0,25.0,576390.6666666666
93,94.0,1.069874549208839,7.0041573741531e-05,3.486120813263758e-07,1.0,20.14053235537797,0.012,0.23123652521492488,85.56495721638203,4.407266046557723e-08,1000000.0,0.0,25.0,616873.3333333334
94,95.0,1.2164845070484651,6.805904450504821e-05,4.3483076690997984e-07,1.0,18.95978887717371,0.012,0.22727620539590276,10.000000096857548,0.06934730345044005,1000000.0,0.0,25.0,337982.6666666667
95,96.0,1.0901500509268798,6.06943144981529e-05,4.268519149214456e-07,1.0,15.84689920781507,0.012,0.22351301054054318,10.535697035491467,0.024480126593581786,1000000.0,0.0,25.0,418948.0
96,97.0,1.2366534136178713,1.5525244785380352e-05,4.12397044882483e-06,1.0,1.526616435569018,0.012,0.2053057729728991,10.000000029802322,0.10289069855880323,1000000.0,0.0,25.0,337982.6666666667
97,98.0,1.1448041735404337,1.963162907016032e-05,5.53469704961994e-06,1.0,1.3961523672466072,0.012,0.1972208724706661,15.545251928269863,3.731501774240087e-10,1000000.0,0.0,25.0,477428.0
98,99.0,1.2162512172834077,5.738513679677815e-05,4.875912389504277e-07,1.0,16.326377136189535,0.012,0.20798508245802338,10.000000074505806,0.09042963848503272,1000000.0,0.0,25.0,337982.6666666667
99,100.0,0.9895446254449111,4.721057379850801e-05,4.7170852103604037e-07,1.0,11.943492307593573,0.012,0.19320894035526948,75.11592114716768,1.1822509637937628e-10,1000000.0,0.0,25.0,616873.3333333334
100,101.0,1.0696034995252066,1.8734434770775487e-05,5.451498454651333e-06,1.0,1.3411825278564748,0.012,0.20169503275077716,10.000000178813934,0.07575972165560863,1000000.0,0.0,25.0,378465.3333333333
101,102.0,1.1770147863405627,4.789985200069377e-05,5.165086152525959e-07,1.0,12.502715249320772,0.012,0.19870413650221508,292.1148270815611,0.003969736775099264,1000000.0,0.0,25.0,616873.3333333334
102,103.0,1.1026901242504275,5.015697608806083e-05,4.751714773273849e-07,1.0,13.721010367312793,0.012,0.21799231898155824,10.000000789761543,0.007535294854170593,1000000.0,0.0,25.0,436945.3333333333
103,104.0,1.159780611033025,1.7363218852538796e-05,4.172735367716583e-06,1.0,1.4304213579760585,0.012,0.20881748371483866,10.645815834403038,2.0894397323445446e-13,1000000.0,0.0,25.0,477428.0
104,105.0,1.053367391244667,5.7177970643193843e-05,4.4948975160140385e-07,1.0,15.989203080782111,0.012,0.22559397051239927,10.000060819089413,0.017050159517230434,1000000.0,0.0,25.0,418948.0
105,106.0,1.221458850784054,1.590452625388732e-05,3.77575203188022e-06,1.0,1.567957529574322,0.012,0.2000043569355867,10.000000074505806,0.046642483536026014,1000000.0,0.0,25.0,436945.3333333333
106,107.0,1.0695908591109766,1.9563631756600544e-05,4.874387459875878e-06,1.0,1.3319555516098447,0.012,0.18733980035591458,10.0,8.235323548294593e-05,1000000.0,0.0,25.0,517910.6666666667
107,108.0,1.109856083195099,1.6952029197189652e-05,4.014916165764441e-06,1.0,1.3889080792420074,0.012,0.23264672275253417,36.454981826245785,0.010406135515700077,1000000.0,0.0,25.0,477428.0
108,109.0,1.0217573351154052,3.7578799864633334e-05,5.031212457018381e-07,1.0,9.489517388145444,0.012,0.21041973000941994,10.000000447034836,1.3933743048255565e-11,1000000.0,0.0,25.0,477428.0
109,110.0,0.9884336146088998,4.0962029422032395e-05,5.002947489278053e-07,1.0,11.203952986840136,0.012,0.21350725223592804,44.43218559771776,6.443828803881502e-11,1000000.0,0.0,25.0,517910.6666666667
110,111.0,1.0665625698653518,3.813597576831509e-05,4.968243423558272e-07,1.0,10.827668195928013,0.012,0.23836497593821804,10.000000685453415,0.012734901552742539,1000000.0,0.0,25.0,378465.3333333333
111,112.0,1.153678568568091,4.312960178286605e-05,4.2410188528994007e-07,1.0,12.07749259536454,0.012,0.20857007475520817,37.73483522236347,6.048858469664964e-09,1000000.0,0.0,25.0,616873.3333333334
112,113.0,1.1090000728813505,4.727779065469244e-05,4.1883689546412474e-07,1.0,11.768585775332276,0.012,0.2139339258886821,10.000022821128368,0.026742614975439283,1000000.0,0.0,25.0,477428.0
113,114.0,1.1372887225605641,6.552151230823972e-05,4.0324507751530493e-07,1.0,18.674928141217034,0.012,0.22260364304106162,10.000000208616257,0.07223921482669077,1000000.0,0.0,25.0,378465.3333333333
114,115.0,1.0769465803401388,4.460750596001297e-05,5.449026174088824e-07,1.0,10.681763968316396,0.012,0.1704478770099982,20.542916551232338,7.980318628142413e-10,1000000.0,0.0,25.0,576390.6666666666
115,116.0,1.2325447582091895,5.603748263336229e-05,5.268850857592693e-07,1.0,15.196988938990692,0.012,0.19128727032058634,10.000003837049007,4.903971728698053e-09,1000000.0,0.0,25.0,477428.0
116,117.0,1.0710024835537224,5.730031338303576e-05,4.5058270470105054e-07,1.0,16.8166611735098,0.012,0.2180928737597725,10.000209607183933,6.072372732424114e-08,1000000.0,0.0,25.0,477428.0
117,118.0,1.0812784027721507,4.3749592088797225e-05,4.5980196603794704e-07,1.0,11.496440526013416,0.012,0.22056136865458598,33.04918114095926,9.276135415348108e-11,1000000.0,0.0,25.0,517910.6666666667
118,119.0,1.2086029403537306,1.779560862415951e-05,4.795592772739799e-06,1.0,1.5608784223512657,0.012,0.1872965764819483,15.05784235149622,9.226508446147363e-13,1000000.0,0.0,25.0,477428.0
119,120.0,1.1781046512176052,4.5343723226162277e-05,5.058741987518767e-07,1.0,12.954709691703208,0.012,0.20575891023363369,15.311050303280354,5.832098375346817e-07,1000000.0,0.0,25.0,477428.0
120,121.0,1.1020381946894247,6.366145564400255e-05,3.783281780221539e-07,1.0,16.813422006549672,0.012,0.2300491379907328,90.29039371013641,5.169066841226311e-10,1000000.0,0.0,25.0,576390.6666666666
121,122.0,1.180511158855021,2.094073928098515e-05,5.239117581384843e-06,1.0,1.3645290136128239,0.012,0.18834102309554623,10.00000000745058,5.432876371003204e-13,1000000.0,0.0,25.0,576390.6666666666
122,123.0,1.1529731094034883,4.401927795951284e-05,4.797540446977347e-07,1.0,11.388617776586557,0.012,0.21079768206258365,10.000020802021027,2.7568118532439456e-07,1000000.0,0.0,25.0,477428.0
123,124.0,1.07224827850299,4.248350893990498e-05,4.0130062587829515e-07,1.0,10.593803718556458,0.012,0.25193575562740733,48.75667051970959,3.001584314432648e-09,1000000.0,0.0,25.0,477428.0
124,125.0,1.2095460494413288,2.2886907914641184e-05,5.7124177065805625e-06,1.0,1.2133179224925499,0.012,0.1596597555433661,10.0,1.2548961869640607e-11,1000000.0,0.0,25.0,576390.6666666666
125,126.0,1.1124516991520486,4.718604811722889e-05,5.284018181092481e-07,1.0,12.70353243258117,0.012,0.19839574720145237,10.000003017485142,4.6528142449986376e-10,1000000.0,0.0,25.0,477428.0
