,ST,ST_conf
p,0.47839030077542616,0.020664333560371877
c_V,0.7593633943957864,0.023287141572997192
r,0.06689044554616155,0.008991651789515774
d_T,0.13520506417689462,0.010104984854989866
c_T,0.1969600461323786,0.012369396491185423
