,S1,S1_conf
p,0.5411483419918544,0.005792342713718486
c_V,0.10194955180864383,0.003104283657281482
r,3.632908777774215e-05,0.0006635324858759266
k_T,0.006561802736024162,0.0010705978225664476
d_T,0.0035213957638781314,0.0010050470895026523
