,ST,ST_conf
beta,0.04795954375949364,0.04262838478735863
d_I,0.7950255941241055,0.831572156887704
c,0.9184693453930838,1.0293860267671757
d_T,0.001317782600745975,0.0015125385190737997
r,0.0804930538040903,0.07941404110799774
