,ST,ST_conf
beta,0.23136526732530519,0.04937576617356066
d_I,0.485990509452162,0.06910861991584248
c,0.7084915870925945,0.0726972118877897
d_T,0.0351270028197809,0.018531100013602836
r,3.650760757873093e-05,3.4622375761639606e-05
k_T,0.002235967477746563,0.004092155992722931
c_T,0.07262673701940198,0.03110524844632415
