,ST,ST_conf
p,0.4693101935569993,0.021663089371509087
c_V,0.7674957020993416,0.025771011811896043
r,0.07991836476991346,0.010635466674424799
d_T,0.1625152624785257,0.012267869072275967
c_T,0.23251717114912002,0.014905950530970512
K,0.19963722674430015,0.014678468414380225
