,ST,ST_conf
p,0.7121702984433032,0.2982576706917422
c_V,0.7965247944129162,0.2309815016782081
r,0.47172799608421073,0.5143206604692862
k_T,0.5327531549399026,0.45990395033245596
d_T,0.6873331368043671,0.30816968744378825
c_T,0.5836962619502285,0.1681194952182393
K,0.6288305994394314,0.3695127323844374
