,ST,ST_conf
beta,0.025950632429035034,0.03487080439596609
d_I,2.186363700657136,3.7407783918110837
c,1.4459565048051861,1.6459628731973144
d_T,0.04183296627390344,0.05551530023760034
r,0.006177280467818242,0.005590985534734684
k_T,0.023381283154268646,0.06287167500471459
c_T,0.06272644757906462,0.09440823252366151
K,0.2698999111579392,0.5331857726784661
