,S1,S1_conf
beta,0.00013370253528745198,0.00032725772893247787
d_I,0.04024242687173764,0.039670521924398225
c,0.021190228180582554,0.024556478231214155
d_T,-2.576739274237107e-05,0.0002374390306562866
r,-1.0149183125064541e-05,4.463077814767357e-05
k_T,-2.635332339202162e-05,0.0002205724982822175
c_T,0.0004945947086813787,0.0008091036997658682
